frame,rally_id,player_id,speed_kmh,ball_x,ball_y,court_x,court_y,shot_type
6921,10,1,10.7,655,484,13.176216125488281,-454.2626647949219,
6948,10,1,145.9,625,623,37.12240219116211,232.98397827148438,
6949,10,1,145.9,627,559,17.068668365478516,-52.88921356201172,
6991,10,2,90.2,1015,394,363.11773681640625,-1081.5816650390625,
6992,10,2,90.2,901,337,231.45855712890625,-1566.4361572265625,
7012,10,2,482.3,434,266,-413.8948669433594,-2290.256103515625,
7013,10,2,482.3,435,302,-364.00616455078125,-1881.79833984375,
7066,10,2,156.4,1310,685,565.2354736328125,465.05584716796875,
7067,10,2,391.0,1302,629,576.0960693359375,248.12518310546875,
7097,10,1,139.0,1237,177,775.6287841796875,-3752.09033203125,
7099,10,1,34.7,1236,174,777.4984741210938,-3809.317138671875,
7102,10,1,245.3,1233,176,769.8977661132812,-3770.400634765625,
7103,10,1,136.8,1232,180,763.4999389648438,-3694.65625,
7130,10,1,302.9,1232,352,624.8477783203125,-1449.3121337890625,
7170,10,2,250.0,1254,641,534.3316650390625,297.6408386230469,
7171,10,1,374.8,1227,592,525.6372680664062,89.58325958251953,
7179,10,1,469.0,1029,277,395.9582824707031,-2216.4296875,
7181,10,1,380.5,1005,244,367.5675964355469,-2636.728271484375,
7202,10,1,49.0,846,132,85.2013931274414,-4622.21630859375,
7203,10,1,43.3,842,131,77.00536346435547,-4644.8583984375,
7205,10,2,129.5,832,135,60.81768798828125,-4548.94970703125,
7239,10,1,160.1,774,382,95.77799987792969,-1164.3985595703125,
7281,10,2,68.5,1108,664,416.26129150390625,389.1618957519531,
7282,10,2,338.9,1090,617,407.9991455078125,201.05052185058594,
7291,10,1,390.1,930,283,262.35247802734375,-2136.122314453125,
7293,10,1,318.4,913,255,235.88685607910156,-2479.1748046875,
7325,10,1,81.8,1060,408,410.2070617675781,-976.3638305664062,
7329,10,1,294.6,1130,454,473.3033752441406,-657.0885009765625,
7331,10,2,48.3,1162,466,501.9969482421875,-581.18017578125,
7333,10,2,364.1,1146,439,493.62860107421875,-757.9989013671875,
7334,10,2,67.0,1157,434,506.4979248046875,-792.9208984375,
7409,10,1,72.7,595,585,-0.15764792263507843,69.24821472167969,
7410,10,1,107.9,603,572,1.6004775762557983,9.346805572509766,
7452,10,1,61.7,703,605,94.33503723144531,155.789306640625,
7453,10,1,94.8,703,593,91.25733947753906,103.21428680419922,
7478,10,1,136.5,685,438,23.30628776550293,-746.0642700195312,
7479,10,1,48.5,685,442,24.989171981811523,-719.1820068359375,
7506,10,1,174.6,679,639,83.9488525390625,297.13787841796875,
7507,10,1,333.0,680,595,72.95755004882812,112.47549438476562,
7555,10,2,11.4,1134,491,468.3118591308594,-428.02294921875,
7558,10,2,87.0,1159,461,500.46002197265625,-612.8726196289062,
7569,10,2,47.9,1219,453,563.4157104492188,-667.0214233398438,
7571,10,2,36.7,1234,450,579.8284301757812,-687.4082641601562,
7578,10,2,35.8,1237,458,579.580322265625,-635.0723266601562,
7579,10,2,23.7,1241,460,582.77587890625,-622.2999267578125,
7683,10,2,94.2,724,541,95.20924377441406,-144.1197509765625,
7684,10,1,124.3,744,528,109.44221496582031,-211.6901397705078,
7737,10,2,76.4,1212,656,497.7882995605469,357.29718017578125,
7738,10,2,362.3,1210,607,507.63885498046875,156.2872314453125,
7772,10,1,152.6,1187,117,758.298583984375,-5082.27587890625,
7773,10,1,48.1,1186,118,754.92236328125,-5055.77001953125,
7804,10,2,288.4,1184,317,584.8745727539062,-1785.3489990234375,
7805,10,2,366.5,1184,298,595.1989135742188,-1988.724365234375,
7827,10,2,287.8,1160,119,701.1221923828125,-5022.71923828125,
7828,10,2,140.5,1158,122,693.6333618164062,-4945.0283203125,
7925,10,1,418.5,1378,536,678.3909912109375,-185.4699249267578,
7927,10,1,130.3,1456,580,724.4805908203125,30.276153564453125,
8000,10,2,97.5,1422,985,563.3424682617188,1283.6036376953125,
8004,10,2,35.2,1420,1021,554.6976928710938,1355.21142578125,
8008,10,2,247.6,1421,979,564.0759887695312,1271.2451171875,
8009,10,2,11.4,1422,976,565.3004150390625,1265.023193359375,
8017,10,1,3.7,1421,981,563.6414794921875,1275.37744140625,
8895,12,2,186.7,1190,17,959.942626953125,-8833.6669921875,
8897,12,2,203.4,1170,19,896.7969360351562,-8715.41796875,
8899,12,2,398.3,1162,13,888.5362548828125,-9032.962890625,
8951,12,1,18.4,1205,547,519.1574096679688,-124.83598327636719,
8953,12,1,28.0,1199,556,511.404296875,-79.74575805664062,
8962,12,2,50.8,1247,541,558.4042358398438,-156.39659118652344,
8963,12,2,30.4,1253,538,564.8040161132812,-172.0226593017578,
8977,12,1,16.0,1330,432,688.030517578125,-814.2437744140625,
8978,12,1,13.2,1333,433,690.5844116210938,-807.3534545898438,
9024,12,2,24.5,1443,830,615.4310302734375,918.8548583984375,
9025,12,2,24.6,1443,825,616.9276733398438,905.2755737304688,
9032,12,2,10.2,1445,808,623.4548950195312,858.1068725585938,
9045,12,2,9.7,1448,830,618.6837768554688,918.845458984375,
9047,12,2,4.9,1452,830,621.2863159179688,918.837890625,
9050,12,2,5.2,1454,831,622.283203125,921.5348510742188,
9057,12,2,4.8,1455,836,621.4163818359375,934.9596557617188,
9059,12,2,4.8,1455,838,620.8136596679688,940.2946166992188,
9175,12,2,66.3,842,177,103.10955810546875,-3681.528564453125,
9177,12,2,129.3,848,185,116.92057800292969,-3537.144287109375,
9182,12,2,30.8,868,206,157.41334533691406,-3184.0849609375,
9184,12,2,82.9,879,218,178.19078063964844,-2997.163330078125,
9188,12,2,100.7,894,238,205.57467651367188,-2706.567626953125,
9190,12,2,170.5,906,249,225.01365661621094,-2557.556396484375,
9200,12,2,117.6,956,297,297.27325439453125,-1979.8719482421875,
9202,12,2,95.4,971,310,316.4844970703125,-1841.208984375,
9216,12,2,32.1,1001,360,350.2815856933594,-1363.03955078125,
9218,12,2,61.0,1008,372,357.3245544433594,-1260.158447265625,
9245,12,2,161.2,938,322,275.2714538574219,-1715.447509765625,
9246,12,2,23.3,931,321,266.526611328125,-1724.964111328125,
9260,13,2,288.0,820,113,21.001598358154297,-5087.533203125,
9262,13,2,288.0,795,79,-66.06304168701172,-6070.17041015625,
9268,13,2,292.9,729,-4,-404.7787780761719,-9720.859375,
9271,13,2,292.9,660,4,-579.25048828125,-9204.890625,
9273,13,2,285.0,633,9,-636.3294067382812,-8912.6162109375,
9275,13,2,285.0,590,23,-697.2599487304688,-8179.12744140625,
9278,13,2,348.0,553,27,-777.368896484375,-7972.00927734375,
9279,13,2,348.0,541,17,-853.7916259765625,-8443.61328125,
9280,13,2,215.9,520,19,-900.2700805664062,-8333.046875,
9285,13,2,157.9,434,36,-1035.8914794921875,-7514.79150390625,
9287,13,2,145.3,394,42,-1102.5958251953125,-7247.87060546875,
9290,13,2,145.3,358,29,-1263.66650390625,-7780.88037109375,
9295,13,2,452.4,279,23,-1502.5128173828125,-8011.3720703125,
9296,13,2,186.7,244,24,-1583.9141845703125,-7947.10400390625,
9299,13,2,181.7,195,20,-1738.9453125,-8105.8798828125,
9465,13,1,352.5,1228,41,999.669921875,-7688.78076171875,
9483,13,1,21.1,1270,520,586.8193359375,-268.0241394042969,
9484,13,1,99.0,1263,510,584.1683349609375,-322.97845458984375,
9495,13,1,12.6,1217,458,559.4904174804688,-634.3291015625,
9511,13,1,154.9,1168,500,498.3011779785156,-376.839599609375,
9512,13,1,106.8,1150,490,483.82965087890625,-434.40277099609375,
9551,13,1,14.3,772,640,156.4451446533203,299.9144592285156,
9552,13,1,72.6,775,630,157.07666015625,259.5914611816406,
9591,13,2,145.0,944,584,289.7200012207031,58.35784149169922,
9592,13,2,186.3,935,562,281.5682678222656,-44.82918930053711,
9618,13,2,23.1,790,284,76.7230453491211,-2111.48046875,
9619,13,2,23.1,786,285,71.89652252197266,-2099.617431640625,
9651,13,1,91.4,731,551,103.961181640625,-94.20928192138672,
9652,13,1,144.8,764,536,129.1588134765625,-170.60140991210938,
9661,13,1,134.0,994,506,334.54248046875,-337.7668151855469,
9663,13,1,167.0,993,464,335.4122619628906,-587.8020629882812,
9692,13,1,33.7,1154,583,466.3839416503906,49.89076614379883,
9694,13,1,40.1,1158,598,466.7235107421875,117.62428283691406,
9696,13,1,39.7,1093,499,427.85137939453125,-380.3507995605469,
9697,13,1,357.4,1065,466,406.1817321777344,-577.7430419921875,
9708,13,1,235.7,924,327,258.34576416015625,-1664.7166748046875,
9710,13,1,90.9,908,319,237.7477264404297,-1743.4000244140625,
9752,13,1,102.5,642,593,41.25932693481445,104.26536560058594,
9753,13,1,164.1,651,573,42.23263931274414,13.08477783203125,
9772,13,1,36.7,723,439,62.095130920410156,-740.8389892578125,
9809,13,2,54.1,656,718,86.02442169189453,585.6290283203125,
9810,13,1,148.4,666,694,87.6306381225586,503.2207946777344,
9834,13,1,80.6,815,465,160.87744140625,-575.2089233398438,
9835,13,1,14.3,820,466,165.96128845214844,-569.1258544921875,
9849,13,2,30.7,904,404,242.47084045410156,-998.9676513671875,
9850,13,2,401.8,920,376,257.60009765625,-1221.6534423828125,
9872,14,1,30.7,1084,210,496.7630615234375,-3151.333984375,
9907,14,1,89.3,1167,520,492.1300354003906,-265.2841796875,
9908,14,1,146.6,1133,506,463.98468017578125,-341.7323913574219,
9914,14,1,104.9,892,537,242.64561462402344,-168.51739501953125,
9916,14,1,328.2,918,451,260.7964172363281,-668.6773681640625,
9957,14,1,114.2,704,634,102.19963073730469,276.771728515625,
9958,14,1,171.9,703,611,95.84077453613281,181.51119995117188,
9987,14,1,112.9,702,312,-21.34050178527832,-1798.879150390625,
9988,14,1,55.5,701,315,-20.772869110107422,-1768.05078125,
10018,14,1,24.6,849,470,194.89747619628906,-545.2645874023438,
10059,14,1,8.3,710,610,101.21954345703125,177.14080810546875,
10069,14,2,8.0,712,596,99.39450073242188,116.34949493408203,
10211,15,2,115.1,1165,9,907.8079223632812,-9259.3857421875,
10555,16,1,19.6,1266,538,576.4879150390625,-172.3363037109375,
10556,16,1,65.9,1260,531,573.5906982421875,-208.8097686767578,
10565,16,1,11.4,1219,494,548.490478515625,-413.0798034667969,
10583,16,1,177.5,1163,534,485.034912109375,-190.64443969726562,
10584,16,1,127.4,1140,521,467.1531982421875,-259.15374755859375,
10592,16,1,159.9,1019,470,360.55670166015625,-551.1158447265625,
10593,16,1,41.3,1006,473,347.6574401855469,-532.1114501953125,
10630,17,1,87.7,707,697,118.1846923828125,513.3909912109375,
10654,17,1,71.8,725,503,85.22235870361328,-346.93218994140625,
10655,17,1,10.3,726,504,86.44371795654297,-341.35333251953125,
10669,17,2,17.4,738,561,112.49275207519531,-45.55549240112305,
10670,17,2,44.6,733,556,106.96366882324219,-69.69622039794922,
10683,17,1,11.0,708,488,64.6155776977539,-432.40228271484375,
10684,17,2,21.2,706,490,63.40913772583008,-420.67193603515625,
10686,17,2,11.1,700,491,58.12496566772461,-414.6793518066406,
10688,17,1,21.0,697,493,56.0081787109375,-403.0198669433594,
10715,17,1,112.6,663,666,78.57293701171875,401.5970153808594,
10716,17,1,112.6,661,597,58.02301025390625,121.61671447753906,
10730,17,1,112.6,640,36,-521.9569702148438,-7614.9169921875,
10732,17,1,112.6,643,10,-604.4033813476562,-8865.3720703125,
10769,17,1,40.5,1315,594,598.724853515625,97.04165649414062,
10825,17,2,24.1,1177,754,453.8964538574219,698.7600708007812,
10826,17,2,92.7,1184,738,461.3551330566406,647.8081665039062,
10827,17,2,50.9,1203,746,473.3970642089844,673.3655395507812,
10828,17,2,20.6,1213,749,479.87738037109375,682.8280639648438,
10829,17,2,20.6,1187,662,477.22357177734375,380.65972900390625,
10830,17,2,235.8,1185,629,482.3600158691406,249.77676391601562,
10848,17,2,10.8,1201,492,531.9808349609375,-424.2294006347656,
10850,17,2,21.7,1204,486,536.8110961914062,-459.8266906738281,
10851,17,1,64.2,1203,492,533.8910522460938,-424.2912902832031,
10852,17,1,10.6,1203,493,533.5681762695312,-418.43231201171875,
10873,17,2,32.8,1222,600,519.325927734375,125.39976501464844,
10874,17,2,72.9,1224,591,523.3956298828125,85.12040710449219,
10894,17,2,21.8,1253,482,585.6653442382812,-485.43634033203125,
10895,17,2,22.0,1252,484,583.8948364257812,-473.34881591796875,
10918,17,2,22.0,1275,642,550.6447143554688,301.3761291503906,
10919,17,2,43.7,1275,636,552.3776245117188,277.1752014160156,
10940,17,1,21.9,1274,482,606.0639038085938,-486.1239013671875,
10942,17,1,11.9,1276,480,608.8790893554688,-498.32183837890625,
10945,17,1,44.5,1275,479,608.3406372070312,-504.3808898925781,
10946,17,1,43.6,1276,483,607.5736694335938,-480.1492004394531,
10967,18,2,170.1,1276,620,557.9308471679688,210.92820739746094,
10968,18,2,293.9,1269,583,563.7236938476562,47.747188568115234,
10972,18,2,424.8,1279,487,608.7454223632812,-456.255615234375,
10974,18,2,246.4,1262,386,640.577880859375,-1158.5601806640625,
11002,18,1,107.8,1174,2,954.8704223632812,-9678.322265625,
11042,18,2,165.2,310,25,-1410.0849609375,-7936.013671875,
11047,18,2,491.4,328,13,-1446.4771728515625,-8519.8837890625,
11048,18,2,491.4,338,19,-1378.506591796875,-8231.2900390625,
11050,18,2,491.4,353,53,-1142.53564453125,-6803.99658203125,
11051,18,2,491.4,361,36,-1215.17578125,-7479.86328125,
11072,18,1,42.5,780,145,-27.075345993041992,-4312.767578125,
11073,18,1,40.2,778,146,-29.79767608642578,-4290.59228515625,
11074,18,1,40.3,774,145,-37.95338821411133,-4311.47021484375,
11076,18,1,39.8,771,148,-40.59077835083008,-4245.9736328125,
11132,18,2,273.7,1144,705,437.6498107910156,537.5567626953125,
11133,18,2,141.5,1150,683,445.4059143066406,459.3377380371094,
11157,18,2,10.0,1181,511,507.45367431640625,-315.1046447753906,
11428,19,2,56.4,1215,541,529.7903442382812,-155.63818359375,
11430,19,1,151.2,1222,564,529.2282104492188,-41.13454055786133,
11441,19,1,352.2,1248,735,507.353515625,637.6580200195312,
11442,19,1,200.5,1241,702,509.4812927246094,526.2949829101562,
11450,19,1,147.5,1195,500,523.7786865234375,-377.6391906738281,
11452,19,1,433.3,1184,446,530.3923950195312,-712.12744140625,
11453,19,1,188.8,1184,462,525.0750122070312,-607.3826904296875,
11455,19,1,193.0,1172,417,527.90478515625,-914.869873046875,
11456,19,1,193.1,1175,432,525.875732421875,-807.6234741210938,
11458,19,1,77.0,1172,422,526.1592407226562,-878.519775390625,
11463,19,1,16.5,1158,404,517.3277587890625,-1011.4218139648438,
11467,19,1,27.8,1151,399,511.37060546875,-1049.539794921875,
11502,19,1,131.8,993,470,335.1419677734375,-550.2181396484375,
11504,19,1,53.1,942,483,285.7211608886719,-469.3432922363281,
11505,19,1,227.5,968,463,310.797607421875,-593.2352294921875,
11506,19,1,13.2,964,462,306.8582458496094,-599.4331665039062,
11539,20,1,20.2,749,697,148.80372619628906,513.0260009765625,
11540,20,1,209.7,743,665,138.67947387695312,396.9737243652344,
11597,20,1,100.0,1228,440,577.8244018554688,-754.5166015625,
11598,20,1,50.9,1232,436,583.6527709960938,-782.1969604492188,
11650,20,2,30.3,1228,629,516.7651977539062,249.17056274414062,
11651,20,2,90.8,1230,617,521.4445190429688,198.92666625976562,
11671,20,1,54.1,1230,492,559.6946411132812,-425.12738037109375,
11674,20,2,41.8,1229,498,556.605224609375,-390.1622619628906,
11697,20,1,303.0,1240,623,527.9613037109375,224.06715393066406,
11698,20,2,186.6,1241,599,535.3665161132812,120.64962768554688,
11713,20,2,408.2,1278,305,713.6024169921875,-1920.0267333984375,
11715,20,2,162.9,1281,292,728.0716552734375,-2064.914794921875,
11730,20,1,70.9,1299,258,784.2566528320312,-2482.615234375,
11774,21,1,93.5,1163,501,493.3232116699219,-370.9687194824219,
11775,21,1,62.2,1162,495,493.9630126953125,-405.5161437988281,
11789,21,1,66.3,1166,419,520.8222045898438,-899.9879150390625,
11790,21,1,13.1,1166,420,520.483154296875,-892.719482421875,
11791,21,1,52.6,1166,416,521.8458251953125,-921.9307861328125,
11793,21,1,13.4,1167,421,521.2052001953125,-885.5188598632812,
11823,21,2,336.4,1131,621,440.51214599609375,217.29104614257812,
11824,21,2,138.8,1123,603,436.90924072265625,140.2547149658203,
11830,21,1,292.6,948,549,292.5596618652344,-108.9642562866211,
11832,21,1,173.5,950,513,293.8219299316406,-297.6658935546875,
11846,21,2,21.6,1006,483,347.0412292480469,-471.4020690917969,
11849,21,1,44.7,990,489,331.4640197753906,-435.29833984375,
12054,21,1,176.3,918,550,266.36932373046875,-103.30693054199219,
12055,21,1,91.7,909,540,257.9134521484375,-153.53619384765625,
12075,22,2,109.3,881,382,214.59906005859375,-1170.23583984375,
12076,22,2,273.0,908,401,246.4969024658203,-1021.9752807617188,
12102,22,2,12.7,1305,855,520.6688842773438,984.974365234375,
12110,22,2,19.3,1348,837,552.05859375,937.8016357421875,
12142,22,1,4.5,1441,902,594.1494750976562,1100.9105224609375,
12145,22,1,4.3,1442,902,594.7576904296875,1100.9111328125,
12295,23,1,161.5,671,31,-458.1231994628906,-7851.41015625,
12298,23,1,247.6,670,28,-469.7378845214844,-7987.7939453125,
12335,23,1,269.1,1072,102,536.061279296875,-5460.65234375,
12336,23,1,269.1,1175,144,701.9222412109375,-4422.03564453125,
12709,23,1,12.0,655,664,72.03199005126953,394.1795349121094,
12710,23,1,89.8,652,651,66.29484558105469,344.6039123535156,
12731,23,1,10.8,658,502,23.133651733398438,-350.63128662109375,
12732,23,1,10.2,657,503,22.59952163696289,-344.9903564453125,
12755,23,1,487.2,653,595,50.88571548461914,112.93515014648438,
12756,23,1,388.8,650,549,33.25608825683594,-102.32270050048828,
12761,23,1,423.2,722,439,61.08465576171875,-740.798828125,
12762,23,1,332.2,778,466,125.03559875488281,-567.6577758789062,
12781,24,1,171.8,876,530,227.7526092529297,-204.48594665527344,
12785,24,1,18.7,864,535,217.5940704345703,-178.1625213623047,
12791,24,1,92.7,869,493,217.2130889892578,-408.22247314453125,
12792,24,1,42.0,870,489,217.669921875,-431.5671081542969,
12828,24,1,25.5,659,491,19.756834030151367,-413.43121337890625,
12829,24,1,13.6,664,492,24.822053909301758,-407.79656982421875,
12846,24,1,65.3,845,540,201.3989715576172,-152.03192138671875,
12847,24,1,94.2,854,530,208.07752990722656,-203.93972778320312,
12865,24,1,114.1,942,515,286.5267028808594,-286.48504638671875,
12867,24,1,128.0,1014,485,354.57501220703125,-459.7215576171875,
12896,24,2,18.5,1169,727,452.4405517578125,611.9088134765625,
12897,24,2,72.4,1168,715,453.6197814941406,571.6834716796875,
12900,24,2,204.8,1117,605,431.66156005859375,149.09164428710938,
12902,24,1,98.7,1134,584,449.31689453125,54.8593864440918,
12916,24,1,12.9,1112,467,452.3411865234375,-573.111328125,
12918,24,1,115.6,1107,454,450.17303466796875,-656.2196655273438,
12919,24,1,81.4,1108,461,449.6671142578125,-611.01513671875,
12923,24,1,46.6,1104,454,447.15777587890625,-656.1063842773438,
12932,24,2,57.5,1091,477,429.8109130859375,-510.4513244628906,
12933,24,2,66.5,1086,483,423.92523193359375,-473.9833679199219,
12944,24,2,52.9,1045,475,385.4123840332031,-521.1422119140625,
12945,24,2,285.7,1034,450,377.34820556640625,-679.6854248046875,
13003,25,1,101.7,641,627,50.95092010498047,249.20162963867188,
13004,25,1,143.4,643,608,46.791282653808594,169.64169311523438,
13021,25,1,192.8,686,471,37.57502365112305,-533.5493774414062,
13041,25,2,9.4,708,558,86.02780151367188,-59.43311309814453,
13042,25,1,53.0,707,552,83.47979736328125,-88.74848175048828,
13058,25,1,12.1,656,469,7.860241889953613,-544.830322265625,
13088,25,1,96.5,601,680,36.15998077392578,453.8162841796875,
13089,25,1,273.8,603,640,25.33832550048828,302.0956115722656,
13135,25,1,166.7,693,135,-197.8384552001953,-4516.80712890625,
13136,25,2,203.3,696,140,-185.49737548828125,-4404.55615234375,
13176,25,2,12.9,1192,800,457.1110534667969,836.1637573242188,
13177,25,2,84.4,1198,784,463.60498046875,789.7510375976562,
13206,26,1,64.0,1195,492,526.2511596679688,-424.04376220703125,
13207,26,1,11.3,1198,493,528.7996826171875,-418.2784118652344,
13239,26,2,225.7,1042,494,380.4162292480469,-407.677001953125,
13240,26,1,151.2,1023,480,363.6102294921875,-489.98968505859375,
13279,26,1,104.4,695,646,98.04490661621094,324.5964660644531,
13280,26,1,152.1,695,625,92.9538803100586,240.23129272460938,
13307,26,1,33.0,736,348,38.865177154541016,-1453.3131103515625,
13308,26,1,16.8,738,349,41.66497039794922,-1444.392333984375,
13362,26,2,60.4,1194,724,470.8759460449219,601.76904296875,
13363,26,2,264.5,1198,682,481.6588439941406,455.22088623046875,
13398,26,1,445.9,1203,183,710.7802124023438,-3633.924072265625,
13399,26,1,66.0,1203,185,708.7633666992188,-3597.328369140625,
13422,26,1,263.0,1205,306,617.9725952148438,-1903.0584716796875,
13423,26,1,263.0,1185,281,606.4627685546875,-2183.906005859375,
13445,26,1,93.1,923,32,202.41143798828125,-7937.2255859375,
13446,26,1,92.3,917,33,186.99032592773438,-7888.34521484375,
13490,26,1,22.3,701,487,57.68512725830078,-438.0434265136719,
13491,26,1,22.4,697,485,53.21335983276367,-449.6828918457031,
13497,26,1,33.0,685,476,38.51917266845703,-503.0548095703125,
13498,26,1,21.8,684,478,38.32115936279297,-490.9591064453125,
13517,26,2,79.2,679,551,58.99291229248047,-93.06739807128906,
13518,26,2,53.8,679,545,57.08389663696289,-122.91632843017578,
13533,26,1,12.6,691,445,32.237831115722656,-699.4639282226562,
13539,26,1,72.6,693,444,33.83485794067383,-706.1738891601562,
13540,26,1,12.6,695,445,36.238494873046875,-699.6194458007812,
13573,26,1,68.1,773,646,158.2367401123047,323.6267395019531,
13574,26,1,177.1,797,622,173.17373657226562,226.35955810546875,
13583,27,1,163.8,910,511,256.99957275390625,-307.58563232421875,
13585,27,1,120.5,945,478,288.4798278808594,-499.52410888671875,
13594,27,1,26.3,1010,497,349.9704895019531,-389.3692932128906,
13597,27,1,33.1,1033,501,371.2471923828125,-367.1528015136719,
13620,27,1,203.7,1140,623,447.4230651855469,225.53025817871094,
13621,27,1,22.7,1140,620,447.9349060058594,212.95684814453125,
13629,27,1,429.4,1011,287,370.1918640136719,-2097.404296875,
13631,27,1,470.1,993,245,350.03857421875,-2621.633056640625,
13657,27,1,213.7,835,55,-1.865380048751831,-6930.70849609375,
13683,27,1,343.8,845,24,-13.130830764770508,-8272.6279296875,
13684,27,1,175.0,834,22,-45.72805404663086,-8364.24609375,
13690,27,1,289.1,801,20,-139.12420654296875,-8444.48046875,
13691,27,1,440.6,801,25,-130.22406005859375,-8199.865234375,
13705,27,1,362.9,827,19,-69.36700439453125,-8509.841796875,
13706,27,2,280.6,831,16,-62.87347412109375,-8665.591796875,
13727,27,1,86.6,619,22,-624.3673706054688,-8243.064453125,
13769,27,1,89.1,652,321,-77.19292449951172,-1703.8858642578125,
13770,27,1,315.0,651,304,-90.68280792236328,-1878.3819580078125,
13805,28,1,335.1,648,136,-279.3260803222656,-4483.71728515625,
13806,28,1,281.5,647,143,-270.07012939453125,-4327.61376953125,
13837,28,1,110.4,701,557,79.74176788330078,-64.14279174804688,
13838,28,1,103.6,737,547,108.14469146728516,-114.21778106689453,
13852,28,1,200.3,1036,454,378.9188537597656,-653.5430908203125,
13855,28,1,28.6,1057,457,399.546875,-634.8600463867188,
13878,28,1,141.8,1197,577,504.229248046875,21.225582122802734,
13879,28,1,103.9,1203,565,512.486572265625,-35.90876388549805,
13896,28,1,12.9,1245,444,593.6181640625,-728.0167846679688,
13897,28,1,12.3,1247,445,595.2318115234375,-721.3489379882812,
13898,28,1,16.0,1252,444,600.8062744140625,-728.2972412109375,
13899,28,1,27.9,1258,442,607.8875122070312,-742.0996704101562,
13900,28,1,50.1,1254,446,601.9601440429688,-714.89892578125,
13901,28,1,24.1,1256,448,603.1072387695312,-701.5799560546875,
13930,28,2,39.7,1292,682,552.513671875,454.29248046875,
13931,28,2,107.6,1292,666,557.0128784179688,394.70281982421875,
13947,28,2,60.0,1257,520,574.8465576171875,-267.6777038574219,
13954,28,2,9.7,1246,523,563.6654052734375,-251.14035034179688,
13956,28,1,19.4,1242,522,560.3451538085938,-256.43511962890625,
13957,28,1,19.5,1240,520,559.1992797851562,-267.22491455078125,
13962,28,2,20.3,1236,513,557.9263305664062,-305.5303955078125,
13963,28,2,10.8,1234,514,555.724609375,-299.9429626464844,
13982,28,2,284.5,1224,600,520.984130859375,125.36603546142578,
13983,28,2,138.9,1227,583,528.125244140625,48.53112030029297,
14005,28,2,57.9,1262,463,602.5092163085938,-603.8212890625,
14006,28,2,22.9,1263,465,602.630615234375,-591.1168212890625,
14049,28,2,362.0,1001,712,332.9260559082031,562.768798828125,
14060,29,2,12.1,1005,722,335.48638916015625,596.4508056640625,
14061,29,2,7.1,1002,721,333.36907958984375,593.1334228515625,
14062,29,2,6.1,1001,720,332.6824951171875,589.7947387695312,
14066,29,2,24.3,998,720,330.5300598144531,589.816650390625,
14067,29,2,6.6,996,721,329.0688781738281,593.1768798828125,
14106,29,1,260.1,1068,485,406.3133544921875,-461.44500732421875,
14236,29,1,28.5,907,392,244.55397033691406,-1091.6978759765625,
14242,29,1,14.1,941,395,281.9818420410156,-1069.9539794921875,
14251,29,1,13.5,979,416,322.9255676269531,-913.309326171875,
14253,29,1,52.2,988,425,332.06695556640625,-848.8895263671875,
14272,29,1,47.5,1053,526,387.1144104003906,-230.072998046875,
14274,29,1,18.9,1053,536,386.0191345214844,-177.55499267578125,
14277,29,1,334.8,1124,582,441.2300109863281,45.841304779052734,
14278,29,1,324.6,1084,545,412.4572448730469,-132.17613220214844,
14282,29,1,65.7,1022,480,362.6460266113281,-489.9569396972656,
14284,29,1,67.9,1006,466,348.0994567871094,-575.6595458984375,
14295,29,1,24.7,986,437,329.50897216796875,-765.1207885742188,
14298,29,1,63.0,979,435,322.3857116699219,-778.5645141601562,
14299,29,1,37.7,976,438,319.2322692871094,-757.876220703125,
14307,29,1,9.2,1076,508,410.5220947265625,-328.888671875,
14310,29,1,156.2,1007,468,348.9526062011719,-563.1618041992188,
14311,29,1,58.1,998,463,340.3930358886719,-594.3092041015625,
14318,29,1,139.5,929,435,271.0224609375,-776.4910278320312,
14319,29,1,61.4,930,440,272.29193115234375,-742.4129028320312,
14339,29,1,203.6,925,510,270.7445373535156,-313.53070068359375,
14340,29,1,121.8,927,498,272.0584716796875,-381.1601867675781,
14349,29,1,63.6,954,431,296.64306640625,-805.2201538085938,
14351,29,1,77.2,955,420,297.5635681152344,-883.2006225585938,
14354,29,1,81.3,962,409,304.9353332519531,-964.1900634765625,
14356,30,1,15.0,966,405,309.2472839355469,-994.423095703125,
14361,30,1,155.3,977,399,321.2604675292969,-1040.765380859375,
14363,30,1,28.6,984,394,329.07781982421875,-1079.9814453125,
14364,30,1,30.3,979,396,323.52972412109375,-1064.1048583984375,
14366,30,1,14.4,983,393,328.0191955566406,-1087.7783203125,
14399,30,1,337.6,639,717,73.69254302978516,582.4085083007812,
14415,30,1,378.8,762,526,125.0350570678711,-222.67507934570312,
14416,30,1,378.8,754,460,99.90772247314453,-604.5735473632812,
14428,30,1,378.8,710,29,-362.4230651855469,-7962.85888671875,
14430,30,1,335.8,705,17,-409.11871337890625,-8539.2431640625,
14456,30,1,210.2,693,2,-491.1172180175781,-9340.74609375,
14457,30,1,408.2,692,6,-480.2481689453125,-9114.23828125,
14503,30,2,125.2,503,638,-52.70383071899414,295.4435729980469,
14505,30,2,14.5,494,644,-57.15434646606445,319.2569580078125,
14508,30,2,288.8,587,612,3.2467072010040283,187.5439910888672,
14510,30,2,18.7,609,616,22.17048454284668,204.07530212402344,
14526,30,2,111.9,497,625,-62.84627914428711,243.03309631347656,
